matchID,team1_ID,team2_ID,date,tournament,winner,avg_avg_closeness_centrality_T1,avg_std_closeness_centrality_T1,avg_min_closeness_centrality_T1,avg_max_closeness_centrality_T1,avg_avg_degree_centrality_T1,avg_std_degree_centrality_T1,avg_min_degree_centrality_T1,avg_max_degree_centrality_T1,avg_avg_betweenness_centrality_T1,avg_std_betweenness_centrality_T1,avg_min_betweenness_centrality_T1,avg_max_betweenness_centrality_T1,avg_avg_eigenvector_centrality_T1,avg_std_eigenvector_centrality_T1,avg_min_eigenvector_centrality_T1,avg_max_eigenvector_centrality_T1,avg_avg_clustering_T1,avg_std_clustering_T1,avg_min_clustering_T1,avg_max_clustering_T1,avg_avg_shortest_path_T1,avg_mean_centroid_y_T1,avg_std_centroid_y_T1,avg_mean_centroid_x_T1,avg_std_centroid_x_T1,avg_avg_closeness_centrality_T2,avg_std_closeness_centrality_T2,avg_min_closeness_centrality_T2,avg_max_closeness_centrality_T2,avg_avg_degree_centrality_T2,avg_std_degree_centrality_T2,avg_min_degree_centrality_T2,avg_max_degree_centrality_T2,avg_avg_betweenness_centrality_T2,avg_std_betweenness_centrality_T2,avg_min_betweenness_centrality_T2,avg_max_betweenness_centrality_T2,avg_avg_eigenvector_centrality_T2,avg_std_eigenvector_centrality_T2,avg_min_eigenvector_centrality_T2,avg_max_eigenvector_centrality_T2,avg_avg_clustering_T2,avg_std_clustering_T2,avg_min_clustering_T2,avg_max_clustering_T2,avg_avg_shortest_path_T2,avg_mean_centroid_y_T2,avg_std_centroid_y_T2,avg_mean_centroid_x_T2,avg_std_centroid_x_T2
2565556,674,714,"August 18, 2017 at 10:15:00 PM GMT+2",Spain,1,0.818209753704406,0.10417191740911365,0.6066176470588236,0.9545454545454546,1.509090909090909,0.2716242994648478,0.9,1.95,0.02727272727272725,0.02163554351875395,0.0038249559082892,0.08175485008818335,0.2947830716184766,0.0632182740238128,0.14309598170073878,0.3598606837491508,0.7890031136161417,0.045387583671138654,0.7061728395061728,0.8653541226215644,1.2454545454545456,52.5278128196613,21.63107065797316,46.64212231587028,15.863702402117084,0.8275815093996912,0.0876754935094452,0.6904761904761905,0.9545454545454546,1.5545454545454547,0.23419329701734626,1.05,1.85,0.0247474747474747,0.0132008047233232,0.00541225749559075,0.04553571428571425,0.29795115195237176,0.04584306545659825,0.208870520773193,0.35707251640209703,0.8003166095729728,0.040487508569832145,0.7313368055555556,0.8712121212121211,1.2227272727272727,51.231749546619184,17.91532222067186,47.8717792624723,15.902469206112476
2565710,674,682,"December 23, 2017 at 4:15:00 PM GMT+1",Spain,0,0.8224268551808658,0.11083343801377148,0.5895969498910675,0.9696969696969697,1.5212121212121212,0.28491220994027316,0.8333333333333334,1.9000000000000001,0.0269360269360269,0.01950928930008373,0.004247501469723633,0.07703850676072893,0.29400109498936233,0.0666168349314631,0.1295375906493424,0.3591159096315401,0.7971708246606317,0.048361458653449006,0.6957818930041153,0.8633610817477096,1.2424242424242424,51.80418704080506,21.164199904052808,47.18876566590549,15.725149349788964,0.824302053413016,0.1115246519024079,0.6088643790849673,1.0,1.5272727272727276,0.27274347355539147,0.8500000000000001,1.875,0.026515151515151474,0.015961776588898125,0.002279541446208075,0.058440255731922346,0.2943382132265187,0.06496840048013496,0.13601938473405603,0.36960251269575706,0.8026891056262526,0.04479779365699915,0.7373419540229885,0.8949980707846645,1.2386363636363638,49.43515376317532,20.492514358269393,44.89144664526934,15.538126135329254
2565694,674,692,"December 9, 2017 at 8:45:00 PM GMT+1",Spain,1,0.8114058586986395,0.1106705369936145,0.5671977124183006,0.9545454545454546,1.4909090909090907,0.2883044081796685,0.8,1.875,0.029040404040404,0.019772417773713802,0.005295414462081075,0.07570216049382712,0.29330139638191877,0.06950474586659619,0.11703343880892578,0.3641044742251014,0.7837177021167553,0.05253570319619527,0.6731522092267707,0.8672788758269112,1.2613636363636362,51.13519532229829,21.96507597117462,47.99392725082296,16.466327247701013,0.8654763796809252,0.09741138921477675,0.6577380952380952,0.9772727272727273,1.6500000000000001,0.2127825221232621,1.25,1.925,0.0194444444444444,0.01185806418920235,0.004480820105820051,0.04262566137566135,0.2970247313321575,0.050827664844522925,0.17551409634667953,0.3434821912917643,0.8452657383713722,0.035060007018504105,0.7866898148148148,0.9050524822265638,1.175,50.70377796864279,19.965091043808904,46.04691098931683,15.307456329752458
2565771,674,695,"February 11, 2018 at 8:45:00 PM GMT+1",Spain,1,0.813184869200912,0.10771612975951186,0.5870915032679738,0.9636363636363636,1.498181818181818,0.27819515138236034,0.8200000000000001,1.86,0.02848484848484844,0.01831951589556176,0.005125220458553741,0.07123104056437386,0.2938494048257293,0.0670380566870995,0.12990119092763502,0.36649140083495213,0.7843741382291535,0.046414897613347,0.6871943337530979,0.8584248705730335,1.2563636363636363,50.422036390622395,21.220288794052347,47.96566356374225,16.2754578912845,0.8366851508562738,0.11780426832454524,0.5882352941176471,1.0,1.5636363636363635,0.23169427706011703,1.05,1.8,0.0247474747474747,0.015781796074196948,0.0029982363315696,0.0575661375661375,0.29301606005569364,0.0710053815973529,0.1255438250372951,0.3663582506424843,0.8066912588730859,0.032216058687273605,0.7481555733761027,0.8588320463320464,1.2227272727272727,51.36783229135895,20.522934267912852,43.549533453513455,14.500419861445282
2565795,674,687,"February 25, 2018 at 6:30:00 PM GMT+1",Spain,1,0.807272937057626,0.10597991919022154,0.5747076023391813,0.9454545454545455,1.4836363636363636,0.2811790200253349,0.78,1.8199999999999998,0.029494949494949442,0.018441399292965618,0.0051560846560846,0.0702275132275132,0.29352784681457206,0.0683768279119593,0.12067084929623255,0.3665458072069202,0.7779868353020607,0.047763505759186475,0.6795901670864313,0.8543827886239747,1.2654545454545452,49.92085935738694,22.200317116555517,48.11106264561223,16.738670620604545,0.8566251929888293,0.10120460026209158,0.6857142857142857,1.0,1.629090909090909,0.2196732662394508,1.2200000000000002,1.98,0.02060606060606058,0.01325375636009262,0.00386860670193998,0.04878924162257492,0.2972650026832168,0.05005045529970474,0.1981134574509401,0.35715098678850565,0.8354835114384709,0.03667164510521448,0.7743554407120299,0.8974645135590433,1.1854545454545455,49.243922350079686,23.11973797114696,45.35695767662474,16.017722873516732
2565749,674,675,"January 27, 2018 at 4:15:00 PM GMT+1",Spain,0,0.814199343984033,0.11080289981757832,0.5747076023391813,0.9636363636363636,1.5018181818181815,0.2863151044017399,0.7600000000000001,1.8199999999999998,0.02848484848484842,0.01630990503487146,0.00491269841269834,0.061968253968253936,0.29309936174908185,0.07034020034225814,0.11396770180261866,0.3670298434385209,0.7888537779031213,0.0489692541703309,0.6882321423950732,0.8701063507761082,1.2563636363636363,49.78432262716332,21.235605624353678,48.83535188447752,16.832929088749363,0.8827647842353723,0.10466424791628744,0.6426470588235293,1.0,1.6945454545454546,0.2361122743181256,1.1199999999999999,1.9600000000000002,0.01696969696969692,0.01086440560228456,0.0019003527336860198,0.0365802469135802,0.29675445406368334,0.0524494430483167,0.159447063252725,0.3412005499796035,0.8719046877129338,0.0396966385510676,0.812673611111111,0.9418138011112326,1.1527272727272728,49.62374477818729,22.17952810368424,48.03179669864189,16.394285215285965
2565722,674,756,"January 6, 2018 at 4:15:00 PM GMT+1",Spain,1,0.8152258427378045,0.11213925076450801,0.5885964912280702,0.9636363636363636,1.5018181818181817,0.28393479659909354,0.8,1.86,0.028282828282828222,0.017966777887974898,0.00389417989417984,0.0629285714285714,0.2932860845623093,0.06957529755694943,0.1239793011723715,0.36856550092031465,0.7912424264107587,0.05084988286627827,0.6976765868395176,0.8801985638908624,1.2545454545454544,49.52176396203768,22.0002612687691,49.44745811830865,17.19436882605138,0.8148639239548331,0.09709349547624942,0.6761904761904762,0.9636363636363636,1.509090909090909,0.22317258274899884,1.04,1.8599999999999999,0.0272727272727272,0.01536612518137046,0.00713227513227508,0.0561613756613756,0.29583978188218957,0.05765943981013442,0.19633924768996738,0.36892466390602957,0.7693961471799673,0.03812793512580041,0.7081367535170829,0.8383290539829528,1.2454545454545456,49.61655543104924,24.35997226997292,44.48331280500401,15.337684460760888
2565835,674,696,"March 17, 2018 at 4:15:00 PM GMT+1",Spain,1,0.8306763013700813,0.11223843082604837,0.6135964912280703,0.9818181818181818,1.5454545454545454,0.28004226603124194,0.8400000000000001,1.9,0.025454545454545403,0.01708012371010398,0.00289417989417984,0.05868518518518514,0.29413534691872895,0.06597357318964231,0.13847631170249888,0.3631418341259759,0.8118380708918049,0.04857574959608582,0.7299572885939036,0.8880655816657143,1.2290909090909092,49.630077836537126,21.133705313173394,49.93604742073705,17.241494009121077,0.7497586856649621,0.13764083758398254,0.4446672608437314,0.8969696969696971,1.3054545454545454,0.30060548551553257,0.7,1.7,0.03797979797979792,0.025218200738640402,0.004798941798941759,0.08479548229548226,0.28553632395043604,0.09351440999313343,0.08689474448824044,0.3811915732084272,0.709955369383449,0.06661478694143236,0.5890443349753695,0.8227824453928836,1.3236363636363637,49.215347765368804,20.238912832853952,42.23562826433544,15.674275789654041
2565811,674,684,"March 4, 2018 at 8:45:00 PM GMT+1",Spain,1,0.835084014868704,0.11012536442015142,0.6135964912280701,0.9818181818181818,1.56,0.2676526041122777,0.9,1.9,0.0246464646464646,0.0163621905634169,0.00356613756613752,0.05570105820105816,0.294576404911857,0.0633891263201853,0.14054956449915026,0.3605654053521029,0.8160034984624381,0.051941111044946454,0.7316295498084291,0.899934399989504,1.221818181818182,50.56291777793755,21.594563949751763,49.60794194551204,17.594865543188185,0.8766468380104744,0.08938232184774286,0.7184065934065934,1.0,1.690909090909091,0.22396786323484097,1.2,2.0,0.01717171717171714,0.01017154947385954,0.0042539682539682,0.0376269841269841,0.2988488710526057,0.039553561317931224,0.21445001711654857,0.34512663892620327,0.8681956920377804,0.03687886429367602,0.8111111111111111,0.9270974779601078,1.1545454545454548,49.43834437783529,21.832688794003865,46.060978442164156,13.757801964783024
2565924,674,677,"May 20, 2018 at 12:00:00 PM GMT+2",Spain,1,0.8394088234997327,0.11471991859979609,0.6194444444444445,1.0,1.5709090909090908,0.2551394490293696,0.9800000000000001,1.92,0.024040404040404,0.014594726406097481,0.0050343915343915,0.05080423280423276,0.29479060403474844,0.06251253305831855,0.14692180166093496,0.36168743245094714,0.8188428591667657,0.04978362292468912,0.7444189016602809,0.9025674532107925,1.2163636363636363,50.70198042314602,21.01267201089541,48.92170299952277,17.343428720655652,0.8233867884937404,0.10783846807331372,0.5966153127917834,0.9636363636363636,1.5272727272727278,0.2881635161133119,0.8,1.86,0.0266666666666666,0.018201620664529884,0.00415696649029978,0.06712169312169305,0.293286570575031,0.0679161173318374,0.1235104424064319,0.35906339762278583,0.8098105780376132,0.054624360870377364,0.7158417907656738,0.9023046802761284,1.2399999999999998,48.19350174677341,21.178198949410774,46.41379051460889,15.903329390996912
