matchID,team1_ID,team2_ID,date,tournament,gk_saves_T2,red_card_T2,yellow_card_T2,assists_T2,shots_T2,shots_against_T2,shots_on_target_T2,passes_T2,goals_T2,goals_against_T2,ball_possession_T2,pass_acc_T2,gk_acc_T2,shot_acc_T2
2500970,3766,3783,"March 11, 2018 at 5:00:00 PM GMT+1",France,3.0,0.0,1.0,0.0,6,20,1.0,239,0.0,1.0,0.28795180722891567,0.7660256410256411,0.75,0.16666666666666666
2500968,3785,3775,"March 11, 2018 at 3:00:00 PM GMT+1",France,5.0,0.0,1.0,3.0,17,12,5.0,433,5.0,2.0,0.6600609756097561,0.8782961460446247,0.7142857142857143,0.29411764705882354
2500971,3770,3795,"March 10, 2018 at 8:00:00 PM GMT+1",France,2.0,0.0,1.0,0.0,8,19,0.0,331,0.0,1.0,0.40415140415140416,0.8275,0.6666666666666666,0.0
2500972,3767,3777,"March 10, 2018 at 5:00:00 PM GMT+1",France,6.0,0.0,1.0,0.0,5,18,2.0,342,0.0,5.0,0.40762812872467225,0.8702290076335878,0.5454545454545454,0.4
2500974,3779,19830,"March 9, 2018 at 8:45:00 PM GMT+1",France,5.0,0.0,1.0,2.0,10,30,4.0,289,3.0,1.0,0.41051136363636365,0.8186968838526912,0.8333333333333334,0.4
2500958,3783,3779,"March 4, 2018 at 3:00:00 PM GMT+1",France,3.0,0.0,2.0,0.0,9,6,1.0,459,0.0,2.0,0.7072419106317411,0.8611632270168855,0.6,0.1111111111111111
2500956,3789,3774,"March 3, 2018 at 8:00:00 PM GMT+1",France,3.0,0.0,3.0,0.0,18,13,5.0,237,2.0,0.0,0.5325842696629214,0.7547770700636943,1.0,0.2777777777777778
2500957,3799,3785,"March 3, 2018 at 8:00:00 PM GMT+1",France,3.0,0.0,1.0,0.0,11,14,3.0,473,0.0,3.0,0.6795977011494253,0.8759259259259259,0.5,0.2727272727272727
2500965,3795,3767,"March 3, 2018 at 5:00:00 PM GMT+1",France,2.0,0.0,1.0,2.0,20,9,13.0,686,2.0,0.0,0.7630700778642937,0.9098143236074271,1.0,0.65
2500961,19830,3772,"March 2, 2018 at 7:45:00 PM GMT+1",France,3.0,0.0,1.0,1.0,6,18,1.0,319,1.0,2.0,0.5063492063492063,0.8035264483627204,0.6,0.16666666666666666
