matchID,team1_ID,team2_ID,date,tournament,gk_saves_T1,red_card_T1,yellow_card_T1,assists_T1,shots_T1,shots_against_T1,shots_on_target_T1,passes_T1,goals_T1,goals_against_T1,ball_possession_T1,pass_acc_T1,gk_acc_T1,shot_acc_T1,winner
2517002,2457,2463,"April 14, 2018 at 3:30:00 PM GMT+2",Germany,1.0,0.0,1.0,1.0,12,13,6.0,418,2.0,1.0,0.5829846582984658,0.8530612244897959,0.5,0.5,1
2517005,2446,2462,"April 14, 2018 at 3:30:00 PM GMT+2",Germany,0.0,0.0,3.0,4.0,11,7,6.0,445,4.0,1.0,0.5500618046971569,0.8811881188118812,0.0,0.5454545454545454,1
2516992,2975,2446,"April 9, 2018 at 8:30:00 PM GMT+2",Germany,3.0,0.0,0.0,1.0,18,13,4.0,324,1.0,4.0,0.46088193456614507,0.8,0.42857142857142855,0.2222222222222222,0
2516991,2447,2445,"April 8, 2018 at 3:30:00 PM GMT+2",Germany,0.0,0.0,1.0,2.0,14,8,7.0,255,3.0,0.0,0.4885057471264368,0.7798165137614679,0.0,0.5,1
2516994,2453,2451,"April 7, 2018 at 3:30:00 PM GMT+2",Germany,0.0,0.0,0.0,0.0,13,10,0.0,343,0.0,2.0,0.6169064748201439,0.8032786885245902,0.0,0.0,0
2516995,2454,2457,"April 7, 2018 at 3:30:00 PM GMT+2",Germany,5.0,0.0,1.0,1.0,9,12,3.0,407,2.0,1.0,0.5684357541899442,0.8641188959660298,0.8333333333333334,0.3333333333333333,1
2516997,2481,2444,"April 7, 2018 at 3:30:00 PM GMT+2",Germany,3.0,0.0,3.0,0.0,7,11,1.0,184,1.0,4.0,0.2544951590594744,0.757201646090535,0.42857142857142855,0.14285714285714285,0
2516999,2455,2443,"April 6, 2018 at 8:30:00 PM GMT+2",Germany,2.0,0.0,1.0,1.0,10,11,6.0,251,2.0,1.0,0.3977812995245642,0.7537537537537538,0.6666666666666666,0.6,1
2516985,2443,2462,"April 1, 2018 at 3:30:00 PM GMT+2",Germany,5.0,0.0,2.0,1.0,8,11,6.0,317,2.0,1.0,0.4182058047493404,0.7905236907730673,0.8333333333333334,0.75,1
2516982,2444,2447,"March 31, 2018 at 6:30:00 PM GMT+2",Germany,3.0,0.0,1.0,5.0,15,9,8.0,610,6.0,0.0,0.6174089068825911,0.8944281524926686,1.0,0.5333333333333333,1
2516983,2482,2463,"March 31, 2018 at 3:30:00 PM GMT+2",Germany,1.0,0.0,1.0,2.0,18,5,11.0,313,6.0,0.0,0.4264305177111717,0.8505434782608695,1.0,0.6111111111111112,1
2516986,2449,2453,"March 31, 2018 at 3:30:00 PM GMT+2",Germany,0.0,0.0,2.0,1.0,15,6,7.0,486,2.0,0.0,0.5985221674876847,0.9016697588126159,0.0,0.4666666666666667,1
2516989,2455,2975,"March 31, 2018 at 3:30:00 PM GMT+2",Germany,2.0,0.0,3.0,2.0,12,16,3.0,246,2.0,3.0,0.38258164852255055,0.7387387387387387,0.4,0.25,0
2516974,2975,2444,"March 18, 2018 at 6:00:00 PM GMT+1",Germany,1.0,0.0,3.0,0.0,15,9,7.0,268,2.0,1.0,0.37119113573407203,0.7768115942028986,0.5,0.4666666666666667,1
2516975,2463,2446,"March 18, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,3.0,1.0,8,10,3.0,410,2.0,0.0,0.481786133960047,0.8118811881188119,1.0,0.375,1
2516973,2447,2455,"March 18, 2018 at 1:30:00 PM GMT+1",Germany,4.0,0.0,2.0,1.0,23,9,8.0,402,1.0,0.0,0.6291079812206573,0.8170731707317073,1.0,0.34782608695652173,1
2516981,2451,2449,"March 17, 2018 at 6:30:00 PM GMT+1",Germany,2.0,0.0,0.0,0.0,16,9,2.0,470,0.0,1.0,0.580964153275649,0.8639705882352942,0.6666666666666666,0.125,0
2516978,2462,2460,"March 17, 2018 at 3:30:00 PM GMT+1",Germany,1.0,0.0,0.0,1.0,15,13,6.0,424,3.0,0.0,0.5346784363177806,0.8496993987975952,1.0,0.4,1
2516979,2481,2443,"March 17, 2018 at 3:30:00 PM GMT+1",Germany,10.0,0.0,2.0,1.0,15,20,6.0,354,1.0,3.0,0.5028409090909091,0.815668202764977,0.7692307692307693,0.4,0
2516980,2450,2457,"March 17, 2018 at 3:30:00 PM GMT+1",Germany,7.0,0.0,1.0,1.0,9,13,3.0,434,1.0,2.0,0.5755968169761273,0.8282442748091603,0.7777777777777778,0.3333333333333333,0
2516976,2453,2445,"March 16, 2018 at 8:30:00 PM GMT+1",Germany,3.0,0.0,2.0,1.0,6,10,2.0,485,1.0,2.0,0.5864570737605804,0.8376511226252159,0.6,0.3333333333333333,0
2516968,2443,2463,"March 12, 2018 at 8:30:00 PM GMT+1",Germany,1.0,0.0,0.0,3.0,10,8,5.0,310,3.0,1.0,0.4015544041450777,0.8072916666666666,0.5,0.5,1
2516965,2447,2462,"March 11, 2018 at 6:00:00 PM GMT+1",Germany,1.0,0.0,3.0,2.0,13,10,4.0,245,3.0,2.0,0.45202952029520294,0.7424242424242424,0.3333333333333333,0.3076923076923077,1
2516969,2446,2454,"March 10, 2018 at 6:30:00 PM GMT+1",Germany,3.0,0.0,0.0,2.0,17,8,7.0,470,2.0,0.0,0.5562130177514792,0.8952380952380953,1.0,0.4117647058823529,1
2516964,2444,2450,"March 10, 2018 at 3:30:00 PM GMT+1",Germany,0.0,0.0,1.0,2.0,18,1,8.0,603,6.0,0.0,0.8204081632653061,0.8920118343195266,0.0,0.4444444444444444,1
2516966,2482,2451,"March 10, 2018 at 3:30:00 PM GMT+1",Germany,1.0,0.0,1.0,1.0,15,4,5.0,366,3.0,0.0,0.46153846153846156,0.8318181818181818,1.0,0.3333333333333333,1
2516971,2455,2481,"March 10, 2018 at 3:30:00 PM GMT+1",Germany,6.0,0.0,2.0,0.0,17,16,5.0,401,1.0,3.0,0.6552287581699346,0.8679653679653679,0.6666666666666666,0.29411764705882354,0
2516970,2460,2449,"March 9, 2018 at 8:30:00 PM GMT+1",Germany,1.0,0.0,2.0,0.0,16,5,4.0,328,0.0,1.0,0.5439469320066335,0.8098765432098766,0.5,0.25,0
2516957,2453,2444,"March 4, 2018 at 6:00:00 PM GMT+1",Germany,1.0,0.0,1.0,0.0,4,17,1.0,331,0.0,4.0,0.37274774774774777,0.8552971576227391,0.2,0.25,0
2516956,2463,2445,"March 4, 2018 at 3:30:00 PM GMT+1",Germany,1.0,0.0,1.0,1.0,12,8,4.0,443,2.0,3.0,0.616991643454039,0.8203703703703704,0.25,0.3333333333333333,0
2516959,2449,2457,"March 3, 2018 at 3:30:00 PM GMT+1",Germany,3.0,0.0,0.0,1.0,6,10,4.0,391,1.0,0.0,0.5290933694181326,0.8708240534521158,1.0,0.6666666666666666,1
2516960,2462,2455,"March 3, 2018 at 3:30:00 PM GMT+1",Germany,2.0,0.0,3.0,1.0,12,6,7.0,292,1.0,0.0,0.49575551782682514,0.7664041994750657,1.0,0.5833333333333334,1
2516961,2481,2482,"March 3, 2018 at 3:30:00 PM GMT+1",Germany,4.0,0.0,0.0,0.0,8,15,2.0,327,0.0,2.0,0.5706806282722513,0.7517241379310344,0.6666666666666666,0.25,0
2516963,2451,2446,"March 3, 2018 at 3:30:00 PM GMT+1",Germany,2.0,1.0,7.0,1.0,7,14,2.0,405,1.0,2.0,0.4927007299270073,0.8472803347280334,0.5,0.2857142857142857,0
2516948,2975,2463,"February 25, 2018 at 6:00:00 PM GMT+1",Germany,3.0,0.0,1.0,0.0,16,12,3.0,475,1.0,2.0,0.5785627283800243,0.8407079646017699,0.6,0.1875,0
2516951,2446,2449,"February 25, 2018 at 3:30:00 PM GMT+1",Germany,4.0,1.0,4.0,0.0,8,9,5.0,359,0.0,2.0,0.5248538011695907,0.8348837209302326,0.6666666666666666,0.625,0
2516950,2443,2450,"February 24, 2018 at 6:30:00 PM GMT+1",Germany,1.0,0.0,1.0,0.0,12,5,4.0,439,1.0,0.0,0.7012779552715654,0.8442307692307692,1.0,0.3333333333333333,1
2516953,2455,2454,"February 24, 2018 at 3:30:00 PM GMT+1",Germany,4.0,0.0,2.0,0.0,21,15,5.0,304,0.0,1.0,0.5024793388429752,0.7638190954773869,0.8,0.23809523809523808,0
