matchID,team1_ID,team2_ID,date,tournament,avg_closeness_centrality_T2,std_closeness_centrality_T2,min_closeness_centrality_T2,max_closeness_centrality_T2,avg_degree_centrality_T2,std_degree_centrality_T2,min_degree_centrality_T2,max_degree_centrality_T2,avg_betweenness_centrality_T2,std_betweenness_centrality_T2,min_betweenness_centrality_T2,max_betweenness_centrality_T2,avg_eigenvector_centrality_T2,std_eigenvector_centrality_T2,min_eigenvector_centrality_T2,max_eigenvector_centrality_T2,avg_clustering_T2,std_clustering_T2,min_clustering_T2,max_clustering_T2,avg_shortest_path_T2,mean_centroid_y_T2,std_centroid_y_T2,mean_centroid_x_T2,std_centroid_x_T2
2500089,1646,1659,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.7088744588744589,0.10661409162089669,0.5,0.8333333333333334,1.1454545454545453,0.28400907912387835,0.6000000000000001,1.6,0.04949494949494949,0.037807977210141806,0.001851851851851852,0.1101851851851852,0.2826981581236543,0.10483721811734747,0.08058348447916591,0.4227553013463187,0.6116072311208117,0.08988841876572534,0.4807692307692308,0.8076923076923077,1.4454545454545455,40.10317537483313,21.437222509286563,44.77602283337578,16.8670054310719
2500090,1628,1627,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.7568454272999727,0.08031304470855868,0.625,0.9090909090909091,1.3272727272727274,0.30178532132177877,0.8,1.9000000000000001,0.03737373737373737,0.028317220379952344,0.003703703703703704,0.10399470899470901,0.29556202377037016,0.0596001762904613,0.18549590926021445,0.3920836523909304,0.7209729952892228,0.07210860996637564,0.6234567901234568,0.8536585365853658,1.3363636363636364,50.078819936543056,20.420299086799666,46.35320105576191,18.213392202068206
2500091,1673,1609,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.8003814367450732,0.08381019623977527,0.6666666666666666,0.9090909090909091,1.4727272727272729,0.23775812419312764,1.2000000000000002,1.9000000000000001,0.0292929292929293,0.01928438502545686,0.006944444444444445,0.0625,0.2971996886151933,0.050807834003458896,0.19959508149008362,0.36541639802169706,0.755631309279391,0.05509978787058671,0.6851851851851852,0.8306451612903226,1.2636363636363637,51.56253443526171,18.252259381026523,45.82750885478158,14.854687555525388
2500092,1612,1651,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.6749933073462485,0.0763002676894287,0.5555555555555556,0.8333333333333334,1.0181818181818183,0.23671302847802797,0.7000000000000001,1.6,0.05555555555555555,0.0440713860482399,0.015185185185185185,0.17907407407407408,0.2906072432504294,0.0803524802322656,0.17309587869099774,0.4366866195756457,0.5375213560193005,0.0565425777304811,0.4411764705882353,0.62,1.5,50.51947068083432,23.840987058423952,36.496310507674146,16.31730360467656
2500093,1611,1644,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.7540443068517935,0.08782317775737095,0.5882352941176471,0.9090909090909091,1.309090909090909,0.23531234737354154,0.9,1.8,0.03838383838383838,0.022379992788714293,0.012328042328042329,0.08187830687830688,0.2919734510502797,0.07523692438477819,0.12955506204085113,0.40617022826379184,0.652831550686596,0.05801705139273603,0.5303030303030303,0.75,1.3454545454545455,49.95335182246947,19.626750067756223,48.98703647313273,17.169917852457733
2500094,1613,1610,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.7823493351568217,0.09482206419708597,0.5882352941176471,0.9090909090909091,1.4,0.2923260943784278,0.8,1.8,0.033333333333333326,0.026756714151127344,0.0015873015873015873,0.0842063492063492,0.2933487765142104,0.06968203661422916,0.13727931431608195,0.3541492735314067,0.7524686323503474,0.06815732417020197,0.6460176991150443,0.8431372549019608,1.3,49.369084691517294,23.29254556110448,49.25451630098614,15.955074276549974
2500095,1619,1625,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.8005744255744255,0.11196144270237866,0.625,1.0,1.4545454545454546,0.3312884937870654,0.8,2.0,0.030303030303030307,0.02548326680272713,0.0,0.0849074074074074,0.2955773795291644,0.05952397516768521,0.16832561938242593,0.3820134056940247,0.79910883116132,0.09153486972465437,0.6666666666666666,0.96,1.2727272727272727,48.663631756912395,20.93721076370578,52.29762293042925,16.303091704892314
2500096,10531,1639,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.7208624708624709,0.0684490112533472,0.625,0.8333333333333334,1.2,0.2,1.0,1.5,0.044444444444444446,0.017097863894193252,0.02388888888888889,0.0712962962962963,0.292103615772555,0.07472997097343509,0.17035646358269163,0.3988632645254302,0.5878829439224409,0.05513981292012872,0.5,0.668918918918919,1.4,44.81780679794514,23.953085663990187,35.751634728907455,11.271184676848499
2500097,1624,1631,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.6632769404508535,0.10412014273059025,0.43478260869565216,0.7692307692307693,1.0000000000000002,0.3247376563543955,0.4,1.5,0.06161616161616161,0.05352466911572124,0.002777777777777778,0.15685185185185185,0.28517240368599955,0.0979070532956651,0.06118275769371446,0.39362762611409396,0.6333025850071304,0.13328722552031844,0.4898989898989899,0.8888888888888888,1.5545454545454545,38.655694305694304,17.648324267122298,48.85905004086822,17.37276645609753
2500098,1633,1623,"May 13, 2018 at 4:00:00 PM GMT+2",England,0.7528371806446672,0.08375208181491825,0.5882352941176471,0.9090909090909091,1.3090909090909093,0.2968150494057183,0.6000000000000001,1.8,0.03838383838383838,0.025280209292051454,0.006481481481481481,0.09277777777777778,0.2942093915172789,0.06595396009432221,0.14473780681237455,0.3837059495436519,0.7182413057332041,0.0689564999506665,0.6104651162790697,0.8571428571428571,1.3454545454545455,51.88683964501583,21.744409414396895,49.419918996474024,15.91577029840038
