matchID,team1_ID,team2_ID,date,tournament,avg_closeness_centrality_T2,std_closeness_centrality_T2,min_closeness_centrality_T2,max_closeness_centrality_T2,avg_degree_centrality_T2,std_degree_centrality_T2,min_degree_centrality_T2,max_degree_centrality_T2,avg_betweenness_centrality_T2,std_betweenness_centrality_T2,min_betweenness_centrality_T2,max_betweenness_centrality_T2,avg_eigenvector_centrality_T2,std_eigenvector_centrality_T2,min_eigenvector_centrality_T2,max_eigenvector_centrality_T2,avg_clustering_T2,std_clustering_T2,min_clustering_T2,max_clustering_T2,avg_shortest_path_T2,mean_centroid_y_T2,std_centroid_y_T2,mean_centroid_x_T2,std_centroid_x_T2
1694440,9905,4418,2016-07-10 21:00:00-02:00,European_Championship,0.7256077256077256,0.0954581916601378,0.47619047619047616,0.8333333333333334,1.2181818181818185,0.3809513970864903,0.30000000000000004,1.7000000000000002,0.04545454545454546,0.04981098852767605,0.0022222222222222222,0.19296296296296298,0.28793411748735936,0.08945968307492734,0.05074603372756873,0.3730888280143374,0.7022836719425717,0.10448789623275573,0.5,0.8823529411764706,1.4090909090909092,49.921511901573496,22.88682508642353,48.262621509310414,19.064599327775262
1694439,3148,4418,2016-07-07 21:00:00-02:00,European_Championship,0.7428282501811914,0.08076881938977137,0.5882352941176471,0.8333333333333334,1.272727272727273,0.2299838298304276,0.9,1.6,0.04040404040404041,0.02360083059577888,0.015105820105820105,0.09955026455026454,0.28997371559166285,0.08260953440769618,0.12306800279970095,0.37867390959068287,0.6452799028292838,0.06447277136401053,0.48484848484848486,0.7411764705882353,1.3636363636363635,53.72657495505089,21.557376627665683,43.345465830960485,14.438141371851252
1694438,9905,10682,2016-07-06 21:00:00-02:00,European_Championship,0.7838789997880906,0.08328572265349113,0.625,0.9090909090909091,1.4181818181818182,0.28862741575250084,0.9,1.7000000000000002,0.032323232323232316,0.01659829236729018,0.007883597883597883,0.0526984126984127,0.29569247885171657,0.05894954503317238,0.1745074456852932,0.3678103630279321,0.753859562241195,0.038606668970123964,0.6717171717171717,0.8023255813953488,1.290909090909091,50.29478885525965,21.616447313712456,41.11828656964947,16.835568102388727
1694437,4418,7839,2016-07-03 21:00:00-02:00,European_Championship,0.6804279054279054,0.1036302874754455,0.4,0.8333333333333334,1.0909090909090908,0.2778310325442932,0.6000000000000001,1.6,0.057575757575757586,0.04464708675059569,0.0044444444444444444,0.14277777777777778,0.2873581913451144,0.09129272027908625,0.04085283253650392,0.43196257126182935,0.5749710409054438,0.0666573585803556,0.4452054794520548,0.6568627450980392,1.518181818181818,52.76379045855331,24.58528447191822,40.411639908181414,14.072789902878776
1694436,3148,3757,2016-07-02 21:00:00-02:00,European_Championship,0.7088328338328339,0.05116017347879438,0.625,0.7692307692307693,1.1636363636363638,0.19666643320712668,0.7000000000000001,1.5,0.04646464646464646,0.01943738119996616,0.01888888888888889,0.08222222222222222,0.2973597882956353,0.04986228247749876,0.20601090267282612,0.36309116288309723,0.5868823383707086,0.05514714295554841,0.4931506849315068,0.6532258064516129,1.4181818181818182,44.39869980188162,24.11073354115497,40.47806040760586,13.402590117277175
1694435,10682,5629,2016-07-01 21:00:00-02:00,European_Championship,0.7026307026307027,0.22792285574861595,0.0,0.8333333333333334,1.2727272727272727,0.3694982078709378,0.30000000000000004,1.7000000000000002,0.0303030303030303,0.018897679463596082,0.0,0.057037037037037046,0.2844213392749962,0.10006794029112624,2.7214475456137685e-09,0.36860595118351824,0.763643621369765,0.0965460195469582,0.6349206349206349,1.0,1.1818181818181819,49.58908100140157,23.45009966261475,47.58092070741593,17.53836525448933
1694434,13869,9905,2016-06-30 21:00:00-02:00,European_Championship,0.7093267694871973,0.13303562025842372,0.4166666666666667,0.9090909090909091,1.2181818181818183,0.40185520191455176,0.2,1.7000000000000002,0.05252525252525253,0.04041129985289298,0.001851851851851852,0.11648148148148148,0.282458319617777,0.10548169788068745,0.02655503660673253,0.40150689106908,0.6600808265494783,0.22329429672516501,0.0,0.8452380952380952,1.4727272727272727,45.00297921023028,20.145154464467172,53.0155802632846,18.69589896577142
1694433,2413,7839,2016-06-27 21:00:00-02:00,European_Championship,0.6260822510822511,0.24072971856181227,0.0,1.0,0.9636363636363637,0.2962576497600059,0.4,1.5,0.052525252525252523,0.040596797498368455,0.0,0.13555555555555554,0.26178402257804567,0.14959350397643661,8.622675871055007e-10,0.48715335185462866,0.5696637720355464,0.0855935078036961,0.45348837209302323,0.75,1.3818181818181818,52.74882920110193,23.0172019505181,39.26527285845468,15.056062309417516
1694432,3757,1598,2016-06-27 18:00:00-02:00,European_Championship,0.7726591590227955,0.10348728786706296,0.625,0.9090909090909091,1.363636363636364,0.308287726505694,0.8,1.8,0.03535353535353536,0.023522129188058627,0.0022222222222222222,0.07018518518518517,0.2935591695108703,0.06879029659173608,0.1746389342342457,0.3805483951427183,0.7538835336881704,0.070389560588441,0.6744186046511628,0.9090909090909091,1.3181818181818181,55.01685962822326,20.53699826095267,52.395305015759554,18.622773559438524
1694431,10451,5629,2016-06-26 21:00:00-02:00,European_Championship,0.8065230224321134,0.10907658053265157,0.625,1.0,1.4727272727272729,0.2665977872475488,0.9,1.8,0.029292929292929294,0.016471310513782554,0.00667989417989418,0.04944444444444444,0.2907707662944241,0.07975871349040353,0.13168290300017915,0.3737011618392999,0.7694472868764428,0.08324065721705515,0.6428571428571429,0.9081632653061225,1.2636363636363637,51.483766173375564,18.20224684816145,50.361029514544974,18.43979376725673
