matchID,team1_ID,team2_ID,date,tournament,avg_closeness_centrality_T2,std_closeness_centrality_T2,avg_degree_centrality_T2,std_degree_centrality_T2,avg_betweenness_centrality_T2,std_betweenness_centrality_T2,avg_eigenvector_centrality_T2,std_eigenvector_centrality_T2,avg_clustering_T2,std_clustering_T2,avg_shortest_path_T2,mean_centroid_y_T2,std_centroid_y_T2,mean_centroid_x_T2,std_centroid_x_T2
1694419,7047,5629,2016-06-22 21:00:00-02:00,European_Championship,0.8181464999646817,0.12264630139681651,1.5090909090909093,0.24291616756158887,0.028282828282828278,0.022356498695233012,0.2902255692526393,0.08172031486155898,0.7860516888360088,0.043842216426596844,1.2545454545454546,49.07776571851642,19.566229029612145,47.80908885622761,17.355474276127108
1694418,3757,8274,2016-06-22 21:00:00-02:00,European_Championship,0.8198619562255924,0.06454756057641546,1.5454545454545454,0.25712973861328997,0.02525252525252525,0.01784294899753932,0.29963396990563923,0.03359427016140389,0.8022522437864065,0.05803375731766308,1.2272727272727273,48.56724964249795,24.211422336349123,50.09324702846957,17.740848151943577
1694425,7839,9109,2016-06-22 18:00:00-02:00,European_Championship,0.8886265249901615,0.08586066530280798,1.7272727272727275,0.24896479886598458,0.015151515151515154,0.009787594973624646,0.2996021976914833,0.033876452699836954,0.8926598113592902,0.04479409845063458,1.1363636363636365,47.92079350598274,23.228995844791342,52.65029841062731,14.412509147252942
1694413,11555,4687,2016-06-21 21:00:00-02:00,European_Championship,0.8112493567039022,0.110553609212209,1.4909090909090912,0.2429161675615889,0.028282828282828285,0.012395992263604586,0.2961858302976839,0.05641847959633867,0.7767172111773266,0.03741642893118079,1.2545454545454546,52.270010610024634,19.758701045686518,43.01311901154997,12.990048197056826
1694412,9598,1598,2016-06-21 21:00:00-02:00,European_Championship,0.9005833738454059,0.1208651054417742,1.7272727272727273,0.2831347545890443,0.015151515151515154,0.014098932101622061,0.29513509092008655,0.061679567254344286,0.9086672129084061,0.05107676924895392,1.1363636363636365,48.1017135423391,20.340858097176163,51.422379566059,16.203435542789975
1694406,14622,13869,2016-06-21 18:00:00-02:00,European_Championship,0.7673261082351992,0.11512817081242452,1.3818181818181818,0.27574092523823823,0.03737373737373737,0.029546000944988923,0.2899986586808141,0.08252192964551655,0.7422647604893536,0.05071521051448414,1.3363636363636364,53.9675694919116,20.023855046226192,44.2423076192813,16.610703961937165
1694407,10962,3148,2016-06-21 18:00:00-02:00,European_Championship,0.8543880362062178,0.10861045489190282,1.6181818181818182,0.30989200998289657,0.021212121212121213,0.015487840355580016,0.2972978826094224,0.0502300697296446,0.865947838876635,0.07095259946440996,1.190909090909091,47.63435666966459,20.265988381261224,53.105556543552986,17.8179267599545
1694401,14358,10682,2016-06-20 21:00:00-02:00,European_Championship,0.8643780461962279,0.06629917057025976,1.6727272727272728,0.19112541856026033,0.018181818181818184,0.008251052117228486,0.3000575605160541,0.029572813296090805,0.8426332402831137,0.022258842833753796,1.1636363636363636,50.24732423832094,21.747696286174804,39.802356482563894,13.61805007127979
1694395,11944,8731,2016-06-19 21:00:00-02:00,European_Championship,0.7918899282535645,0.09531732859821183,1.4363636363636365,0.2672170628490739,0.03131313131313131,0.022559882488286297,0.29545829752109065,0.060112272748828605,0.7441519466524784,0.05324440439604092,1.2818181818181817,51.011101404911706,24.222443530235573,42.774665080636616,16.331872546960486
1694417,5629,8274,2016-06-18 15:00:00-02:00,European_Championship,0.8075825689462054,0.11335208767453495,1.4727272727272729,0.3106910452842739,0.029292929292929294,0.020731442046624072,0.2939786847827844,0.06697479975688807,0.7951641934559596,0.045145093136167574,1.2636363636363637,46.64704252809229,18.62005319395297,47.40014931515218,16.912828673960732
1694411,1598,4687,2016-06-17 21:00:00-02:00,European_Championship,0.8404436472618291,0.10084314950089833,1.5818181818181818,0.25873180855923106,0.02323232323232323,0.011605477595869796,0.2960497764496216,0.05712810843376466,0.8271029738496817,0.03775376424840811,1.209090909090909,46.61305946389095,23.01830642954021,45.082796230523506,15.011887089483817
1694416,3757,7047,2016-06-17 15:00:00-02:00,European_Championship,0.8256894620530986,0.06257698253775447,1.563636363636364,0.20123585110162415,0.024242424242424235,0.009606321279928765,0.29975220722701734,0.03252237955042938,0.7936459265317609,0.0274861571645381,1.2181818181818183,50.429733782963446,23.84868946675934,45.52300072335958,16.0276883204938
1694404,14622,10962,2016-06-16 18:00:00-02:00,European_Championship,0.7228327228327228,0.07586437366314065,1.218181818181818,0.26906633794452256,0.044444444444444446,0.02635452048229592,0.29409604999702654,0.06645753745992518,0.6441462642642848,0.05449199684491801,1.4,46.51942172659876,24.447286689414067,48.480148838402435,20.59597941095434
1694399,2413,10682,2016-06-16 15:00:00-02:00,European_Championship,0.7125513375513376,0.06963826475797798,1.2000000000000002,0.23354968324845687,0.04646464646464646,0.030000882823791875,0.29419181827568064,0.06603230246432278,0.616117718104752,0.052375816319171806,1.4181818181818182,49.93728004568843,21.44275626182419,45.14604964647886,19.539820070847682
1694393,4418,8731,2016-06-15 21:00:00-02:00,European_Championship,0.8004369368005733,0.0995325321428241,1.4727272727272727,0.2561636873382795,0.0303030303030303,0.01850441077285477,0.2947700553564989,0.06340114647399898,0.7552165457708561,0.03391318181498865,1.2727272727272727,54.35156929851831,25.56882542156072,43.18066682595904,12.620561066528698
1694398,14358,14496,2016-06-15 15:00:00-02:00,European_Championship,0.7506205915296824,0.09773987240326243,1.2909090909090908,0.21513017393089515,0.0393939393939394,0.022218547001755493,0.29306059444909305,0.07088426405229255,0.6520480949935273,0.05905734193719325,1.3545454545454545,50.4116469627329,25.22530277568795,42.755305370102775,15.226554954266067
1694420,9109,10451,2016-06-14 18:00:00-02:00,European_Championship,0.7986558895649805,0.10363700917763785,1.4545454545454546,0.24995867427031856,0.030303030303030307,0.023199732341299545,0.2953908836229466,0.06044267351421317,0.7539202955588798,0.056359134230607774,1.2727272727272727,51.50260958831411,23.431176720130484,44.69441934920731,16.290472114022247
1694415,5629,3757,2016-06-13 21:00:00-02:00,European_Championship,0.8575657853732721,0.1155207191645914,1.6181818181818182,0.17486712783337585,0.021212121212121213,0.01183619997255008,0.29404621267811304,0.0666777003108899,0.8108779904156589,0.020422140035301514,1.190909090909091,52.1119607989485,23.32457414485251,42.8756205217473,14.558377488480726
1694409,1598,11555,2016-06-13 15:00:00-02:00,European_Championship,0.7502564280639148,0.1164853968470243,1.2727272727272727,0.28948515141983017,0.04040404040404041,0.027316919759311522,0.2879809982035569,0.0893086534596389,0.6849133344674226,0.07278334311749232,1.3636363636363635,47.96048578614368,22.540139621160087,44.94582544648334,17.61564551773215
1694403,3148,14622,2016-06-12 21:00:00-02:00,European_Championship,0.7894066717596129,0.07815640057663768,1.4363636363636365,0.2532434232215295,0.031313131313131314,0.018242228843651648,0.29522497902373723,0.061247878898169204,0.7430670987826276,0.04140055715004669,1.2818181818181817,52.31944200599807,20.43886359250294,43.42373304930513,15.198731154227763
1694402,13869,10962,2016-06-12 18:00:00-02:00,European_Championship,0.7806965761511215,0.11519472933189724,1.3818181818181818,0.2790183500585965,0.03434343434343434,0.025137119652021336,0.2919822353628471,0.07520282668627455,0.7348643910450655,0.04790701654672883,1.309090909090909,42.0319998245646,19.111694577409374,43.896227297386226,15.931184631049172
1694408,4687,9598,2016-06-12 15:00:00-02:00,European_Championship,0.8125047857668178,0.10745440672455303,1.4909090909090912,0.19284730395996752,0.028282828282828278,0.014790880543273132,0.2924463210181046,0.07337738229227465,0.7513556566625431,0.029813493888823216,1.2545454545454546,54.385086103368096,24.143573778796004,48.18689550152383,16.90076105410861
1694396,10682,14496,2016-06-11 18:00:00-02:00,European_Championship,0.8690249144794602,0.0921171385354798,1.6727272727272726,0.19112541856026033,0.01818181818181818,0.008978284036559429,0.2986758086599297,0.04125351173449355,0.8488253162169662,0.031011914790316283,1.1636363636363636,50.627781053579476,23.638117368722213,46.29879093541928,16.118594216762183
1694391,8731,6697,2016-06-11 15:00:00-02:00,European_Championship,0.8657554566645476,0.10411736133069796,1.6545454545454548,0.2641061644787991,0.01919191919191919,0.013544625301956152,0.29776461845316105,0.04738483836138195,0.8638337866683379,0.05915909098002393,1.1727272727272726,49.94679382019719,20.74487912527339,48.013448890499625,14.762618475271918
1694390,4418,11944,2016-06-10 21:00:00-02:00,European_Championship,0.8031614849796668,0.1307934362268345,1.4545454545454546,0.2535695578360246,0.031313131313131314,0.02161826154310308,0.2888404952215674,0.08648849188909832,0.7559942531780428,0.05497446184280514,1.2818181818181817,44.535261889276335,27.4750621187352,48.59603164810055,16.039417678580456
