matchID,team1_ID,team2_ID,tournament,closeness_centrality_T1,closeness_centrality_T2,degree_centrality_T1,degree_centrality_T2,betweenness_centrality_T1,betweenness_centrality_T2,eigenvector_centrality_T1,eigenvector_centrality_T2,clustering_T1,clustering_T2,avg_shortest_path_T1,avg_shortest_path_T2,centroid_y_T1,centroid_x_T1,centroid_y_T2,centroid_x_T2,winner
2517036,2444,2445,Germany,0.790266551630188,0.8335565949202313,1.4181818181818182,1.563636363636364,0.032323232323232316,0.024242424242424242,0.2932197261066376,0.29575857969462854,0.7298143709530599,0.8259611681572832,1.290909090909091,1.2181818181818183,49.60006997389744,52.829291329933945,48.5072261072261,39.97092074592074,0
2517037,2482,2447,Germany,0.8968909878000787,0.8991311718584445,1.7454545454545454,1.7636363636363634,0.014141414141414142,0.013131313131313133,0.29900108240145956,0.30034105752701507,0.877619219347534,0.9104499468427799,1.1272727272727272,1.1181818181818182,49.79068478787267,43.96396450781047,48.212346536601224,49.785851238859976,1
2517038,2457,2975,Germany,0.8511185783913057,0.8391154300245209,1.6181818181818182,1.5818181818181818,0.021212121212121213,0.023232323232323236,0.29649785970233095,0.2962486656325031,0.8152628832485916,0.8107488984377238,1.190909090909091,1.209090909090909,52.5663568434604,46.85121949345744,52.19030075656149,47.466559570947176,0
2517039,2453,2481,Germany,0.7811287595976592,0.8420964062675292,1.4000000000000001,1.5818181818181818,0.03434343434343434,0.023232323232323236,0.2904532769291847,0.2937758824710351,0.7473271024669826,0.8466057801432819,1.309090909090909,1.209090909090909,49.19950569225403,46.94116414561677,53.49173689932719,45.61242315284873,1
2517040,2449,2462,Germany,0.8676475040111403,0.9258166076347895,1.6727272727272728,1.8181818181818181,0.018181818181818184,0.0101010101010101,0.2991822271676376,0.2994960703808643,0.8385887342087618,0.9142582418546842,1.1636363636363636,1.0909090909090908,49.82656136019645,45.61008921594157,52.07340265761213,44.429966597713545,1
2517041,2446,2455,Germany,0.8726425090061454,0.8936215299851663,1.6727272727272728,1.7272727272727273,0.01818181818181818,0.015151515151515148,0.29650585455320405,0.29814658829609225,0.8368294863333869,0.8792808892132066,1.1636363636363636,1.1363636363636365,53.601718943918634,50.809230208624925,52.739535104994545,44.32100009712774,1
2517042,2450,2454,Germany,0.8234000847637212,0.8384040202222022,1.5454545454545454,1.5818181818181818,0.02525252525252525,0.02323232323232323,0.2966942945081197,0.2962124729415255,0.816516377524605,0.7838909620028937,1.2272727272727273,1.209090909090909,48.84116222575069,48.01277990963042,49.90239831452634,47.778650536066806,1
2517043,2460,2443,Germany,0.7858967189110729,0.8162699599865374,1.4000000000000001,1.4909090909090907,0.03434343434343434,0.028282828282828285,0.28831211872304113,0.2900752310572385,0.7395597505436634,0.7679973264243549,1.309090909090909,1.2545454545454546,47.639847914393364,42.77068694614149,50.81220685779047,49.757922287098296,0
2517044,2451,2463,Germany,0.8978285529087667,0.9244391971664698,1.7272727272727273,1.8181818181818181,0.01515151515151515,0.0101010101010101,0.29471993637497274,0.29963909596647237,0.8935093984516006,0.9178675998185003,1.1363636363636365,1.0909090909090908,52.76721495450465,50.0198071937152,48.10912288729197,45.48515199227047,1
2517027,2447,2460,Germany,0.7497153025227892,0.8569460842188115,1.290909090909091,1.6363636363636365,0.0393939393939394,0.020202020202020204,0.2906060928820606,0.29753433971460347,0.6674140041554084,0.8333833083395056,1.3545454545454545,1.1818181818181819,48.49189585316265,53.74571999779076,48.05167634067156,42.16520935869022,0
2517028,2975,2451,Germany,0.8712650985378257,0.8442580147125601,1.6727272727272728,1.581818181818182,0.01818181818181818,0.02323232323232323,0.2964747086316352,0.29530472094340116,0.8443957864075903,0.820631350667258,1.1636363636363636,1.209090909090909,46.8088287346897,47.34463648632534,45.36292015296956,46.66343471416594,1
2517029,2463,2444,Germany,0.8044833953924863,0.8821431094158366,1.4727272727272727,1.6727272727272726,0.029292929292929294,0.01818181818181818,0.29519618670738085,0.2921628555607755,0.7718860855085649,0.9030832262685333,1.2636363636363637,1.1636363636363636,48.273962470412606,41.815326384206564,51.0534148905999,51.65884650577418,0
2517030,2443,2446,Germany,0.8547626615808436,0.8549329458420369,1.6181818181818182,1.6363636363636365,0.02121212121212121,0.0202020202020202,0.2943907921174333,0.29878160485620503,0.8277605329566694,0.830311632678831,1.190909090909091,1.1818181818181819,47.33406256626071,43.422231609432565,51.59539085252998,50.84286503060241,0
2517031,2454,2453,Germany,0.9092876820149546,0.7778727511347832,1.781818181818182,1.3636363636363635,0.012121212121212121,0.03535353535353535,0.29980055520126603,0.2882972940401362,0.9255950222052348,0.7280059490065214,1.1090909090909091,1.3181818181818181,48.87543974903039,45.0402103310191,48.27708831230041,53.30479268904773,1
2517032,2462,2450,Germany,0.786678339485826,0.8450480001282141,1.4000000000000004,1.581818181818182,0.03333333333333333,0.02323232323232323,0.2913388698540404,0.2933509471761686,0.7229823724970048,0.8585093308081162,1.3,1.209090909090909,54.54321395767112,44.237001610126434,49.222994036736104,47.82517817512532,1
2517033,2481,2449,Germany,0.7710916534445946,0.8467895740623012,1.4,1.6181818181818182,0.03434343434343435,0.021212121212121217,0.29680297446270426,0.2987060892899184,0.7099341830926313,0.8483343475259048,1.309090909090909,1.190909090909091,46.09296194635169,44.77607645372418,50.40078345567476,46.86561656942092,0
2517034,2455,2457,Germany,0.8499379408470318,0.8409620682347954,1.6181818181818186,1.6,0.02121212121212121,0.022222222222222223,0.2981715946637821,0.29842689151025786,0.8129677126739469,0.8143519676095969,1.190909090909091,1.2,47.029376381242805,46.324253798609654,49.68009388564492,52.36013446599357,1
