matchID,team1_ID,team2_ID,date,tournament,gk_saves_T1,red_card_T1,yellow_card_T1,assists_T1,shots_T1,shots_against_T1,shots_on_target_T1,passes_T1,goals_T1,goals_against_T1,ball_possession_T1,pass_acc_T1,gk_acc_T1,shot_acc_T1,winner
2576335,3162,3161,"May 20, 2018 at 8:45:00 PM GMT+2",Italy,4.0,2.0,5.0,1.0,15,15.0,4.0,249,2.0,3.0,0.3738738738738739,0.8245033112582781,0.5714285714285714,0.26666666666666666,0
2576336,3315,3158,"May 20, 2018 at 8:45:00 PM GMT+2",Italy,6.0,0.0,1.0,0.0,14,15.0,3.0,262,0.0,1.0,0.38248175182481753,0.7774480712166172,0.8571428571428571,0.21428571428571427,0
2576329,3173,3172,"May 20, 2018 at 6:00:00 PM GMT+2",Italy,4.0,0.0,3.0,1.0,6,12.0,4.0,173,1.0,0.0,0.2521865889212828,0.7456896551724138,1.0,0.6666666666666666,1
2576330,3165,3219,"May 20, 2018 at 6:00:00 PM GMT+2",Italy,3.0,0.0,1.0,0.0,6,10.0,4.0,143,1.0,0.0,0.1821656050955414,0.7222222222222222,1.0,0.6666666666666666,1
2576331,3163,3166,"May 20, 2018 at 6:00:00 PM GMT+2",Italy,4.0,0.0,0.0,1.0,19,8.0,5.0,275,1.0,0.0,0.3814147018030513,0.8409785932721713,1.0,0.2631578947368421,1
2576332,3187,3197,"May 20, 2018 at 6:00:00 PM GMT+2",Italy,3.0,0.0,0.0,2.0,20,9.0,11.0,750,2.0,1.0,0.7440476190476191,0.8833922261484098,0.75,0.55,1
2576333,3157,3176,"May 20, 2018 at 6:00:00 PM GMT+2",Italy,2.0,0.0,2.0,2.0,17,10.0,9.0,503,5.0,1.0,0.5755148741418764,0.8793706293706294,0.6666666666666666,0.5294117647058824,1
2576337,3204,3164,"May 20, 2018 at 6:00:00 PM GMT+2",Italy,2.0,0.0,1.0,2.0,15,9.0,6.0,315,3.0,1.0,0.44935805991440797,0.8677685950413223,0.6666666666666666,0.4,1
2576338,3193,3185,"May 20, 2018 at 3:00:00 PM GMT+2",Italy,0.0,0.0,1.0,0.0,13,4.0,2.0,461,1.0,2.0,0.6163101604278075,0.8665413533834586,0.0,0.15384615384615385,0
2576334,3159,3194,"May 19, 2018 at 3:00:00 PM GMT+2",Italy,2.0,0.0,0.0,0.0,26,8.0,12.0,517,2.0,1.0,0.6847682119205298,0.8960138648180243,0.6666666666666666,0.46153846153846156,1
2576325,3164,3187,"May 13, 2018 at 8:45:00 PM GMT+2",Italy,7.0,0.0,2.0,0.0,9,16.0,1.0,328,0.0,2.0,0.3413111342351717,0.8519480519480519,0.7777777777777778,0.1111111111111111,0
2576319,3176,3173,"May 13, 2018 at 3:00:00 PM GMT+2",Italy,1.0,1.0,3.0,0.0,14,13.0,0.0,360,0.0,1.0,0.7100591715976331,0.8108108108108109,0.5,0.0,0
2576320,3166,3165,"May 13, 2018 at 3:00:00 PM GMT+2",Italy,5.0,0.0,1.0,0.0,7,12.0,3.0,350,1.0,2.0,0.5804311774461028,0.8293838862559242,0.7142857142857143,0.42857142857142855,0
2576327,3185,3204,"May 13, 2018 at 3:00:00 PM GMT+2",Italy,3.0,0.0,2.0,2.0,18,10.0,11.0,400,2.0,1.0,0.6722689075630253,0.8421052631578947,0.75,0.6111111111111112,1
2576328,3194,3163,"May 13, 2018 at 3:00:00 PM GMT+2",Italy,4.0,0.0,2.0,0.0,11,13.0,1.0,345,0.0,1.0,0.6052631578947368,0.8117647058823529,0.8,0.09090909090909091,0
2576326,3161,3315,"May 12, 2018 at 8:45:00 PM GMT+2",Italy,3.0,0.0,1.0,1.0,18,12.0,8.0,621,1.0,2.0,0.7743142144638404,0.8636995827538247,0.6,0.4444444444444444,0
