matchID,team1_ID,team2_ID,date,tournament,avg_closeness_centrality_T2,std_closeness_centrality_T2,avg_degree_centrality_T2,std_degree_centrality_T2,avg_betweenness_centrality_T2,std_betweenness_centrality_T2,avg_eigenvector_centrality_T2,std_eigenvector_centrality_T2,avg_clustering_T2,std_clustering_T2,avg_shortest_path_T2,mean_centroid_y_T2,std_centroid_y_T2,mean_centroid_x_T2,std_centroid_x_T2
2565922,676,687,"May 20, 2018 at 8:45:00 PM GMT+2",Spain,0.8657554566645477,0.10411736133069796,1.6545454545454545,0.19708621262435272,0.01919191919191919,0.01017778235646051,0.2979974369686357,0.04589791356058445,0.8391364752520644,0.03757210096543715,1.1727272727272726,51.229380256213105,21.038391246330114,43.46732438540974,15.222293552638424
2565925,679,701,"May 20, 2018 at 6:30:00 PM GMT+2",Spain,0.8449429358520266,0.09911809822380559,1.6,0.22563042992710647,0.022222222222222227,0.012959152437357095,0.2980164619425627,0.04577422113294768,0.8173847989540151,0.03318709915436096,1.2,49.161902907435085,23.36058590431635,53.36287368808716,16.88477475873745
2565919,678,691,"May 20, 2018 at 4:15:00 PM GMT+2",Spain,0.8315169678806043,0.09299438323286334,1.5636363636363635,0.2267266166061805,0.024242424242424242,0.012894814400148828,0.29740224872692744,0.04960840010782152,0.8005112127899242,0.034883331777985034,1.2181818181818183,50.73371121643306,20.430547358828704,41.82527985936752,13.288984256795889
2565924,674,677,"May 20, 2018 at 12:00:00 PM GMT+2",Spain,0.8042403229569005,0.09555296190990363,1.4727272727272727,0.25258989071726917,0.029292929292929294,0.01350216704244859,0.2936133839628601,0.06855852731038625,0.765314876748836,0.03396692357472552,1.2636363636363637,45.10664404325425,21.706679121865946,42.86575661569229,16.282653641368363
2565927,682,675,"May 19, 2018 at 8:45:00 PM GMT+2",Spain,0.9366391184573003,0.09535023856681422,1.8363636363636362,0.1772144426328902,0.009090909090909092,0.006533731509701274,0.2985572006530309,0.04210331159560677,0.9316969090161595,0.025101071496706963,1.0818181818181818,48.312509834344866,20.488325940116475,43.67388811340218,14.187023280781492
2565920,680,696,"May 19, 2018 at 6:30:00 PM GMT+2",Spain,0.8012887290962157,0.10802098521927722,1.4727272727272727,0.2987577586391816,0.030303030303030307,0.01837302545290202,0.294293199861314,0.06557898615013455,0.8032026327249909,0.06487436007510151,1.2727272727272727,49.621431836137724,19.51454903722146,47.47157470656457,16.161453227862996
2565921,683,698,"May 19, 2018 at 6:30:00 PM GMT+2",Spain,0.8581532104259377,0.11784620639211658,1.6181818181818182,0.24796693994519736,0.02121212121212121,0.017868362029532223,0.29486787327421315,0.06294464409172158,0.8373834900791599,0.041019639593595635,1.190909090909091,49.95147212058396,22.800031928446487,48.582693476148485,15.902276809832541
2565923,714,756,"May 19, 2018 at 6:30:00 PM GMT+2",Spain,0.7736013986013986,0.05470566245780475,1.4000000000000001,0.24120907566221095,0.03333333333333333,0.01686970623796522,0.29891246068929456,0.039502300613531674,0.7186617113457351,0.034559993825078725,1.3,50.10736283918102,20.631896080301427,44.399161570752476,14.970269194013818
2565926,712,684,"May 19, 2018 at 4:15:00 PM GMT+2",Spain,0.8093081161262979,0.09540130130020019,1.4909090909090912,0.30287874998104874,0.028282828282828285,0.01770449050347692,0.29580296343848156,0.05839261708558078,0.8045841128726444,0.06333223894889455,1.2545454545454546,50.74247011119287,22.167467468491285,52.99168956993345,16.138820400056332
2565918,692,695,"May 19, 2018 at 1:00:00 PM GMT+2",Spain,0.8406139315230223,0.10556055861855718,1.5818181818181818,0.224896670488236,0.02323232323232323,0.013516979738555219,0.296197838024304,0.05635540487672062,0.8096294288457866,0.04609332695656843,1.209090909090909,47.540752474163405,20.519458117923165,44.607770922323525,15.671618737405657
2565917,695,676,"May 13, 2018 at 8:45:00 PM GMT+2",Spain,0.8782269423980654,0.11611223588347734,1.6727272727272726,0.2377581241931277,0.01818181818181818,0.01587024623467384,0.29376983003930274,0.06788503419583791,0.8625864975712217,0.03438695542970357,1.1636363636363636,48.75602881245984,20.890130280765078,51.94963906803601,15.89094662181911
2565910,691,683,"May 13, 2018 at 4:15:00 PM GMT+2",Spain,0.7928283837374747,0.0750037122493995,1.4545454545454546,0.19708621262435272,0.030303030303030307,0.01112309166300281,0.29741111213949983,0.04955523468854441,0.7171592826669666,0.03647702305912689,1.2727272727272727,47.78545944548618,19.178157337893637,44.382768093463284,14.709678961584796
2565912,675,692,"May 12, 2018 at 8:45:00 PM GMT+2",Spain,0.8827990191626557,0.09141167803481173,1.7090909090909094,0.20205555246266246,0.01616161616161617,0.007603806576608759,0.2990786099651594,0.03822402347214334,0.8631089193607622,0.03230282912803296,1.1454545454545455,50.55698283338163,19.01981518458824,42.44006335247084,15.621864309824968
