matchID,team1_ID,team2_ID,date,tournament,avg_closeness_centrality_T1,std_closeness_centrality_T1,avg_degree_centrality_T1,std_degree_centrality_T1,avg_betweenness_centrality_T1,std_betweenness_centrality_T1,avg_eigenvector_centrality_T1,std_eigenvector_centrality_T1,avg_clustering_T1,std_clustering_T1,avg_shortest_path_T1,mean_centroid_y_T1,std_centroid_y_T1,mean_centroid_x_T1,std_centroid_x_T1,winner
2565922,676,687,"May 20, 2018 at 8:45:00 PM GMT+2",Spain,0.8911845730027548,0.09402781358609373,1.7272727272727273,0.21358800226310418,0.01515151515151515,0.007794609640875587,0.298307131172016,0.043840009135634864,0.88296121184501,0.03686628246866634,1.1363636363636365,48.08331410868547,21.945518772761,49.66026982496209,17.18413838995905,1
2565919,678,691,"May 20, 2018 at 4:15:00 PM GMT+2",Spain,0.9340810704447068,0.08862867443742282,1.836363636363636,0.15534552264213694,0.00909090909090909,0.004807148021287787,0.2995055484124285,0.03472056133275133,0.926807431706754,0.0207100367123822,1.0818181818181818,54.309652461471266,20.944413410096757,53.2763020729089,15.880388286572428,0
2565924,674,677,"May 20, 2018 at 12:00:00 PM GMT+2",Spain,0.8482283266972263,0.13777677011700623,1.581818181818182,0.22489667048823606,0.024242424242424242,0.017387260434300538,0.2888504890155892,0.08645510918705669,0.8109336621605491,0.032641338277745596,1.2181818181818183,50.89853829767,21.90626926625438,50.22986882756838,19.254146175191533,1
2565920,680,696,"May 19, 2018 at 6:30:00 PM GMT+2",Spain,0.9108126721763086,0.11015516745922582,1.7636363636363634,0.17721444263289027,0.013131313131313133,0.00893178629212076,0.29643343828529584,0.055102700255510624,0.8958043939549996,0.02739438754940488,1.1181818181818182,49.04662080953753,24.909883126331536,49.15028161275538,18.114728702554046,1
2565921,683,698,"May 19, 2018 at 6:30:00 PM GMT+2",Spain,0.7634894072059848,0.10677938665143223,1.3636363636363638,0.17721444263289024,0.03737373737373737,0.0259928656756639,0.29260301502442837,0.07275002754435947,0.684912384737274,0.023348244590423724,1.3363636363636364,49.656567604378615,18.242926224765064,43.729970065472976,17.82828589144313,0
2565923,714,756,"May 19, 2018 at 6:30:00 PM GMT+2",Spain,0.8852359761450671,0.10240180089464332,1.7090909090909094,0.18317674254190805,0.016161616161616165,0.01037462705377598,0.2980237141965394,0.04572697984330799,0.8666581670540942,0.03013500039452185,1.1454545454545455,50.15493376358138,18.705891376522064,47.158483195901574,13.405519238049916,0
2565926,712,684,"May 19, 2018 at 4:15:00 PM GMT+2",Spain,0.7847862921392333,0.1290788362670873,1.3818181818181818,0.2917601188342039,0.03434343434343434,0.022231790978486553,0.2878935966309155,0.08958999904010807,0.7345406478034999,0.054278004787565115,1.309090909090909,48.05276538179462,18.95510445932668,45.423287750480405,14.339050041469621,1
2565918,692,695,"May 19, 2018 at 1:00:00 PM GMT+2",Spain,0.8789846517119244,0.06971428933996203,1.7090909090909094,0.1676280810416889,0.01616161616161616,0.0064137621113125815,0.2998811112302587,0.031311500066207594,0.8609663347718537,0.019893178621182526,1.1454545454545455,51.16390401702145,20.61862402089301,47.6832164935867,16.087730048995663,1
2565917,695,676,"May 13, 2018 at 8:45:00 PM GMT+2",Spain,0.7959758601469832,0.1078340850307423,1.4363636363636365,0.2568081253059188,0.031313131313131314,0.023071023232792337,0.2921230140047176,0.07465410636991453,0.7373099301794394,0.05175331371401167,1.2818181818181817,54.77622579440761,19.106056851900608,38.84891976710159,14.003569245556786,1
2565910,691,683,"May 13, 2018 at 4:15:00 PM GMT+2",Spain,0.8423394787031152,0.0853331687936167,1.6,0.25584085962673253,0.022222222222222223,0.014464481043809159,0.29829216442266476,0.043941729063986926,0.8364839326913757,0.05649127055126188,1.2,54.44545190491132,22.957827985369367,46.22300716296688,16.836930963075485,1
2565912,675,692,"May 12, 2018 at 8:45:00 PM GMT+2",Spain,0.9163223140495869,0.10143975842086964,1.781818181818182,0.18497263590341642,0.012121212121212121,0.00806830018210042,0.2969590100527881,0.052196142171227436,0.9022787410969564,0.020561023460914103,1.1090909090909091,51.65855335021434,21.29721996356744,49.2953907047096,16.240549004626764,1
2565908,756,674,"May 12, 2018 at 5:30:00 PM GMT+2",Spain,0.7974260587896951,0.11761327190043609,1.4363636363636365,0.29317300902903815,0.03131313131313131,0.021982991807364946,0.292317769841852,0.07388783623694052,0.7655074185042005,0.057842739356928755,1.2818181818181817,47.808966854397184,22.931575297574796,47.20048628598741,17.57297663926677,0
2565909,696,678,"May 12, 2018 at 5:30:00 PM GMT+2",Spain,0.7959758601469832,0.10783408503074228,1.4363636363636365,0.24962782214083604,0.031313131313131314,0.016255456148253064,0.2909213726074698,0.07920761244524817,0.7434308461236948,0.03658383738182809,1.2818181818181817,50.1314340996694,23.749821314183784,42.47196904118899,13.869850903752242,1
2565911,677,682,"May 12, 2018 at 6:30:00 PM GMT+2",Spain,0.847923912095035,0.1011637159144068,1.6,0.2628514962691084,0.022222222222222223,0.014362634292668817,0.29532099722653254,0.060783217307224365,0.8293117917648268,0.04543040262710621,1.2,49.94048926393684,24.16337000521205,48.120170700190876,20.519024856573658,0
2565913,698,679,"May 12, 2018 at 5:30:00 PM GMT+2",Spain,0.8262788904500135,0.1139034921891871,1.5272727272727273,0.25616368733827943,0.026262626262626265,0.020949573685925243,0.2930440393122271,0.07095267389369338,0.7970660347277037,0.05750658876727197,1.2363636363636363,54.42315301162187,21.60947688064534,50.14025621894548,16.647421728979918,0
