matchID,team1_ID,team2_ID,tournament,gk_saves_T1,gk_saves_T2,red_card_T1,red_card_T2,yellow_card_T1,yellow_card_T2,assists_T1,assists_T2,shots_T1,shots_T2,shots_on_target_T1,shots_on_target_T2,passes_T1,passes_T2,goals_T1,goals_T2,ball_possession_T1,ball_possession_T2,pass_acc_T1,pass_acc_T2,gk_acc_T1,gk_acc_T2,shot_acc_T1,shot_acc_T2,winner
1694417,5629,8274,European_Championship,2.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,17,10,7.0,1.0,415,269,3.0,0.0,0.6067251461988304,0.3932748538011696,0.8924731182795699,0.8251533742331288,1.0,0.5714285714285714,0.4117647058823529,0.1,1
1694411,1598,4687,European_Championship,0.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,18,8,6.0,0.0,619,354,3.0,0.0,0.6361767728674204,0.36382322713257964,0.9116347569955817,0.8571428571428571,0.0,0.5,0.3333333333333333,0.0,1
1694410,11555,9598,European_Championship,4.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,7,17,4.0,6.0,264,325,2.0,2.0,0.44821731748726656,0.5517826825127334,0.797583081570997,0.8333333333333334,0.6666666666666666,0.5,0.5714285714285714,0.35294117647058826,0
1694416,3757,7047,European_Championship,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,7,3,3.0,0.0,349,370,1.0,0.0,0.4853963838664812,0.5146036161335188,0.8349282296650717,0.8390022675736961,1.0,0.6666666666666666,0.42857142857142855,0.0,1
1694405,3148,13869,European_Championship,0.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,14,7,3.0,0.0,520,183,0.0,0.0,0.7396870554765291,0.2603129445234708,0.87248322147651,0.7439024390243902,0.0,1.0,0.21428571428571427,0.0,0
1694404,14622,10962,European_Championship,5.0,5.0,0.0,0.0,2.0,3.0,0.0,1.0,16,12,4.0,7.0,426,142,0.0,2.0,0.75,0.25,0.841897233201581,0.7171717171717171,0.7142857142857143,1.0,0.25,0.5833333333333334,0
1694399,2413,10682,European_Championship,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,19,7,4.0,3.0,441,138,2.0,1.0,0.7616580310880829,0.23834196891191708,0.8546511627906976,0.7076923076923077,0.6666666666666666,0.5,0.21052631578947367,0.42857142857142855,1
1694393,4418,8731,European_Championship,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,19,6,2.0,0.0,440,259,2.0,0.0,0.6294706723891274,0.37052932761087265,0.8888888888888888,0.809375,0.0,0.0,0.10526315789473684,0.0,1
1694392,11944,6697,European_Championship,5.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,14,17,3.0,6.0,192,449,1.0,1.0,0.2995319812792512,0.7004680187207488,0.7836734693877551,0.8634615384615385,0.8333333333333334,0.6666666666666666,0.21428571428571427,0.35294117647058826,0
1694398,14358,14496,European_Championship,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,14,10,2.0,4.0,469,219,1.0,2.0,0.6816860465116279,0.3183139534883721,0.881578947368421,0.8171641791044776,0.5,0.5,0.14285714285714285,0.4,0
1694421,9905,7839,European_Championship,3.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,23,4,7.0,4.0,553,133,1.0,1.0,0.8061224489795918,0.19387755102040816,0.8791732909379968,0.689119170984456,0.75,0.8888888888888888,0.30434782608695654,1.0,0
1694420,9109,10451,European_Championship,5.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,13,15,3.0,7.0,302,297,0.0,2.0,0.5041736227045075,0.4958263772954925,0.7763496143958869,0.7795275590551181,0.7142857142857143,1.0,0.23076923076923078,0.4666666666666667,0
1694415,5629,3757,European_Championship,4.0,3.0,0.0,0.0,1.0,4.0,0.0,2.0,18,11,3.0,5.0,444,313,0.0,2.0,0.5865257595772787,0.4134742404227213,0.8505747126436781,0.798469387755102,0.6666666666666666,1.0,0.16666666666666666,0.45454545454545453,0
1694414,8274,7047,European_Championship,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,8,5,4.0,0.0,163,323,1.0,1.0,0.33539094650205764,0.6646090534979424,0.7442922374429224,0.8260869565217391,0.5,0.75,0.5,0.0,0
1694409,1598,11555,European_Championship,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,15,5,5.0,3.0,613,157,1.0,0.0,0.7961038961038961,0.2038961038961039,0.8922852983988355,0.6916299559471366,1.0,0.8,0.3333333333333333,0.6,1
1694403,3148,14622,European_Championship,5.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,18,6,9.0,4.0,594,209,2.0,0.0,0.7397260273972602,0.2602739726027397,0.9041095890410958,0.7491039426523297,1.0,0.7777777777777778,0.5,0.6666666666666666,1
1694402,13869,10962,European_Championship,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,17,1,4.0,0.0,416,203,1.0,0.0,0.6720516962843296,0.32794830371567046,0.8907922912205567,0.8055555555555556,0.0,0.75,0.23529411764705882,0.0,1
1694408,4687,9598,European_Championship,5.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,9,17,2.0,6.0,311,274,0.0,1.0,0.5316239316239316,0.4683760683760684,0.8497267759562842,0.791907514450867,0.8333333333333334,1.0,0.2222222222222222,0.35294117647058826,0
1694397,2413,14358,European_Championship,2.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,6,5.0,2.0,360,316,1.0,1.0,0.5325443786982249,0.46745562130177515,0.8450704225352113,0.8165374677002584,0.6666666666666666,0.8333333333333334,0.35714285714285715,0.3333333333333333,0
1694396,10682,14496,European_Championship,2.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,9,13,7.0,3.0,281,402,2.0,1.0,0.41142020497803805,0.5885797950219619,0.8264705882352941,0.864516129032258,0.6666666666666666,0.7142857142857143,0.7777777777777778,0.23076923076923078,1
1694391,8731,6697,European_Championship,6.0,3.0,1.0,0.0,5.0,2.0,0.0,1.0,7,16,2.0,7.0,331,473,0.0,1.0,0.4116915422885572,0.5883084577114428,0.8530927835051546,0.8890977443609023,0.8571428571428571,1.0,0.2857142857142857,0.4375,0
1694390,4418,11944,European_Championship,1.0,5.0,0.0,0.0,1.0,3.0,2.0,0.0,14,9,6.0,2.0,419,207,2.0,1.0,0.6693290734824281,0.3306709265175719,0.8363273453093812,0.7419354838709677,0.5,0.7142857142857143,0.42857142857142855,0.2222222222222222,1
