matchID,team1_ID,team2_ID,date,tournament,avg_closeness_centrality_T1,std_closeness_centrality_T1,avg_degree_centrality_T1,std_degree_centrality_T1,avg_betweenness_centrality_T1,std_betweenness_centrality_T1,avg_eigenvector_centrality_T1,std_eigenvector_centrality_T1,avg_clustering_T1,std_clustering_T1,avg_shortest_path_T1,mean_centroid_y_T1,std_centroid_y_T1,mean_centroid_x_T1,std_centroid_x_T1,winner
2058017,4418,9598,2018-07-15 17:00:00-02:00,World_Cup,0.790266551630188,0.11400429760227877,1.4181818181818182,0.24427325168262554,0.032323232323232316,0.018043685012783896,0.2932197261066376,0.07022309542479119,0.7298143709530599,0.05170535770087157,1.290909090909091,49.47459041596544,25.594638750016248,42.272626222010395,13.322582408577018,1
2058016,5629,2413,2018-07-14 16:00:00-02:00,World_Cup,0.8968909878000787,0.09161507290977218,1.7454545454545454,0.16160353486028345,0.014141414141414142,0.00375040892515616,0.29900108240145956,0.038825811412596785,0.877619219347534,0.018993836962525386,1.1272727272727272,48.12107748573266,22.002528623926306,46.75485691134593,15.34979009177753,1
2058015,9598,2413,2018-07-11 20:00:00-02:00,World_Cup,0.8511185783913057,0.09489401597419408,1.6181818181818182,0.216661368869327,0.021212121212121213,0.009203645380529493,0.29649785970233095,0.05475500069425415,0.8152628832485916,0.03732252342567888,1.190909090909091,47.29041642053382,23.52565158221072,48.65136789212239,18.079011654493026,1
2058014,4418,5629,2018-07-10 20:00:00-02:00,World_Cup,0.7811287595976592,0.10714481978881564,1.4000000000000001,0.30451153135353143,0.03434343434343434,0.02173238460605312,0.2904532769291847,0.08090726067658713,0.7473271024669826,0.06674950649100587,1.309090909090909,49.188554211161865,24.430888523747893,47.892043292521755,15.826475578666779,1
2058012,14358,9598,2018-07-07 20:00:00-02:00,World_Cup,0.8676475040111403,0.08426288697372698,1.6727272727272728,0.1656442468935327,0.018181818181818184,0.008176812925421351,0.2991822271676376,0.03740435611132747,0.8385887342087618,0.027164122113186116,1.1636363636363636,50.63803002216875,17.80646718156938,44.341623801843106,14.144242328818276,0
2058013,7047,2413,2018-07-07 16:00:00-02:00,World_Cup,0.8726425090061454,0.10425043937178669,1.6727272727272728,0.15427784316797402,0.01818181818181818,0.010860211443958734,0.29650585455320405,0.05471169093315516,0.8368294863333868,0.024113792924949126,1.1636363636363636,48.69119681737738,23.223877495694616,42.27986714436064,13.176566088700918,0
2058011,6380,5629,2018-07-06 20:00:00-02:00,World_Cup,0.8234000847637212,0.0784818000802596,1.5454545454545454,0.287192163616933,0.02525252525252525,0.012215319496718521,0.2966942945081197,0.05368041090956778,0.816516377524605,0.041063938141469025,1.2272727272727273,49.86316403003759,22.335063861326113,50.06177184799974,17.7825221041834,0
2058010,15670,4418,2018-07-06 16:00:00-02:00,World_Cup,0.7858967189110729,0.12544616402231507,1.4000000000000001,0.2628514962691084,0.03434343434343434,0.023628075811892427,0.28831211872304113,0.08823385465070621,0.7395597505436633,0.046735743814266206,1.309090909090909,53.988223474466366,17.144676711817013,49.52016786082898,15.389186517644776,0
2058009,12430,2413,2018-07-03 20:00:00-02:00,World_Cup,0.8978285529087667,0.10958005667911525,1.7272727272727273,0.273332661424962,0.01515151515151515,0.013170525827511222,0.29471993637497274,0.06363371757349184,0.8935093984516006,0.044975631698384665,1.1363636363636365,50.5092574135707,20.805638748977866,44.46337463524531,15.17268246627657,0
2058008,7047,6697,2018-07-03 16:00:00-02:00,World_Cup,0.7497153025227892,0.09079946902309236,1.290909090909091,0.20205555246266246,0.0393939393939394,0.02454968520360566,0.2906060928820606,0.08035664060246714,0.6674140041554085,0.05967439111684603,1.3545454545454545,50.32925777875973,20.338776798576262,45.3809364548495,16.399599577850122,1
2058007,5629,12913,2018-07-02 20:00:00-02:00,World_Cup,0.8712650985378257,0.09743093370965542,1.6727272727272728,0.1813630667569091,0.01818181818181818,0.011807642385901937,0.2964747086316352,0.05488021547769193,0.8443957864075903,0.030384851244076087,1.1636363636363636,47.990136945591146,21.74735272414754,48.7995172063578,18.08417779025309,1
2058006,6380,15473,2018-07-02 16:00:00-02:00,World_Cup,0.8044833953924863,0.10362083667166842,1.4727272727272727,0.2699862255439545,0.029292929292929294,0.018997561257139865,0.29519618670738085,0.0613864990247211,0.7718860855085649,0.05582893543041439,1.2636363636363637,50.34711862274703,20.19951961983042,44.655345217949495,16.425980815673196,1
2058005,9598,7712,2018-07-01 20:00:00-02:00,World_Cup,0.8547626615808436,0.10837276303449035,1.6181818181818182,0.22489667048823606,0.02121212121212121,0.009554785805142222,0.2943907921174333,0.06513948438206327,0.8277605329566694,0.030724981753360577,1.190909090909091,46.224533777926865,22.829119168098323,47.76295696616337,17.475552767192085,1
2058004,1598,14358,2018-07-01 16:00:00-02:00,World_Cup,0.9092876820149546,0.07890226216487815,1.781818181818182,0.2551939790476036,0.012121212121212121,0.0090016865827128,0.29980055520126603,0.03207363418921482,0.9255950222052348,0.050251622264079164,1.1090909090909091,44.816688476742016,19.10332781373115,54.62390770174288,15.927642264326735,0
2058002,15670,9905,2018-06-30 20:00:00-02:00,World_Cup,0.786678339485826,0.11501108706788843,1.4000000000000004,0.24494897427831783,0.03333333333333333,0.01905135311589831,0.2913388698540404,0.07765792825759267,0.7229823724970048,0.05345051548042598,1.3,53.57004192917506,21.848646176008252,45.0139304451998,15.256322788819682,1
