matchID,team1_ID,team2_ID,tournament,closeness_centrality_T1,closeness_centrality_T2,degree_centrality_T1,degree_centrality_T2,betweenness_centrality_T1,betweenness_centrality_T2,eigenvector_centrality_T1,eigenvector_centrality_T2,clustering_T1,clustering_T2,avg_shortest_path_T1,avg_shortest_path_T2,centroid_y_T1,centroid_x_T1,centroid_y_T2,centroid_x_T2,winner
1694440,9905,4418,European_Championship,0.790266551630188,0.8335565949202313,1.4181818181818182,1.563636363636364,0.032323232323232316,0.024242424242424242,0.2932197261066376,0.29575857969462854,0.7298143709530599,0.8259611681572832,1.290909090909091,1.2181818181818183,50.30453447645191,43.041110757665884,46.71735116840885,50.54937652804669,1
1694439,3148,4418,European_Championship,0.8968909878000787,0.8991311718584445,1.7454545454545454,1.7636363636363634,0.014141414141414142,0.013131313131313133,0.29900108240145956,0.30034105752701507,0.877619219347534,0.9104499468427799,1.1272727272727272,1.1181818181818182,46.33110130838811,55.44492336880108,54.27236569166855,43.40377702285498,0
1694438,9905,10682,European_Championship,0.8511185783913057,0.8391154300245209,1.6181818181818182,1.5818181818181818,0.021212121212121213,0.023232323232323236,0.29649785970233095,0.2962486656325031,0.8152628832485916,0.8107488984377238,1.190909090909091,1.209090909090909,48.19781058057446,47.085044174027125,48.79666032601704,44.19762823324598,1
1694437,4418,7839,European_Championship,0.7811287595976592,0.8420964062675292,1.4000000000000001,1.5818181818181818,0.03434343434343434,0.023232323232323236,0.2904532769291847,0.2937758824710351,0.7473271024669826,0.8466057801432819,1.309090909090909,1.209090909090909,47.7311811689242,47.66827359861986,51.68056748137933,39.82171600322163,1
1694436,3148,3757,European_Championship,0.8676475040111403,0.9258166076347895,1.6727272727272728,1.8181818181818181,0.018181818181818184,0.0101010101010101,0.2991822271676376,0.2994960703808643,0.8385887342087618,0.9142582418546842,1.1636363636363636,1.0909090909090908,52.05452017525129,53.71504582579287,48.42724223906442,44.835843784459804,1
1694435,10682,5629,European_Championship,0.8726425090061454,0.8936215299851663,1.6727272727272728,1.7272727272727273,0.01818181818181818,0.015151515151515148,0.29650585455320405,0.29814658829609225,0.8368294863333869,0.8792808892132066,1.1636363636363636,1.1363636363636365,53.05780425534126,46.21846452826897,49.25582335969411,50.45695188355849,1
1694434,13869,9905,European_Championship,0.8234000847637212,0.8384040202222022,1.5454545454545454,1.5818181818181818,0.02525252525252525,0.02323232323232323,0.2966942945081197,0.2962124729415255,0.816516377524605,0.7838909620028937,1.2272727272727273,1.209090909090909,48.21320095941328,45.641436998745036,47.781691524649,50.275108613865854,0
1694433,2413,7839,European_Championship,0.7858967189110729,0.8162699599865374,1.4000000000000001,1.4909090909090907,0.03434343434343434,0.028282828282828285,0.28831211872304113,0.2900752310572385,0.7395597505436634,0.7679973264243549,1.309090909090909,1.2545454545454546,49.89259574869063,52.49916701076996,48.31409248802297,36.16185653324691,0
1694432,3757,1598,European_Championship,0.8978285529087667,0.9244391971664698,1.7272727272727273,1.8181818181818181,0.01515151515151515,0.0101010101010101,0.29471993637497274,0.29963909596647237,0.8935093984516006,0.9178675998185003,1.1363636363636365,1.0909090909090908,52.16620566059925,41.308440612273564,51.79028623199057,53.11904162207551,1
1694431,10451,5629,European_Championship,0.7497153025227892,0.8569460842188115,1.290909090909091,1.6363636363636365,0.0393939393939394,0.020202020202020204,0.2906060928820606,0.29753433971460347,0.6674140041554084,0.8333833083395056,1.3545454545454545,1.1818181818181819,47.331596104810345,42.269987515178165,49.22154461004183,49.03804926438695,0
